Landscape,id,SurveyYear,WBI,HHwealth,Village,Lat,Long,vlgLat,vlgLong,Arrival,Livelihood1,Livelihood2,Livelihood3,Livelihood4,Gender,age,Ethnicity,indig,HHsize,BenefPa,HhTypeControl
crossriver,7012,2017,.7960555553436279,4269071.5,wula1,6.38708,9.102181,6.389924,9.1079588,2017,agriculture,teacher,,,man,59,boki,0,10,0,0
crossriver,7013,2017,.6283718347549438,724285.6875,wula1,6.38708,9.102181,6.389924,9.1079588,2017,agriculture,driver,,,man,55,boki,0,11,0,0
crossriver,7014,2017,.6903688311576843,869642.8125,wula1,6.38708,9.102181,6.389924,9.1079588,2017,agriculture,,,,man,51,boki,0,7,0,0
crossriver,7015,2017,.6773679852485657,1216857.125,wula1,6.391525,9.108359999999999,6.389924,9.1079588,2017,agriculture,business,,,man,42,boki,0,8,0,0
crossriver,7016,2017,.8569912910461426,3921500,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,teacher,business,,man,39,boki,0,7,1,0
crossriver,7017,2017,.7498894929885864,4252857,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,butcher,,,man,40,boki,0,13,0,0
crossriver,7018,2017,.7507739067077637,4044285.75,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,teacher,business,,man,55,boki,0,10,0,0
crossriver,7019,2017,.5340054631233215,1224285.625,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,,,,man,51,boki,0,10,0,0
crossriver,7020,2017,.4708587825298309,128214.28125,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,,,,man,38,boki,0,4,0,0
crossriver,7021,2017,.7446714639663696,2213214.25,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,business,,,man,54,boki,0,10,1,0
crossriver,7022,2017,.5520473718643188,1081071.375,wula1,6.389525,9.107670000000001,6.389924,9.1079588,2017,agriculture,livestock,,,man,53,boki,0,7,0,0
crossriver,7023,2017,.6590607762336731,1318142.75,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,hairdressing,business,,man,51,boki,0,12,1,0
crossriver,7024,2017,.4898735284805298,351214.28125,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,business,,,man,35,boki,0,6,0,0
crossriver,7025,2017,.5333864092826843,379357.125,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,,,,man,41,boki,0,9,0,0
crossriver,7026,2017,.4387547373771667,219285.71875,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,,,,man,35,boki,0,2,0,0
crossriver,7027,2017,.5016361474990845,993928.5625,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2007,agriculture,business,,,man,39,boki,0,5,0,0
crossriver,7028,2017,.8033077120780945,3394071.25,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,retirement,,,man,61,boki,0,10,1,0
crossriver,7029,2017,.732289731502533,1569500,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,business,,,man,46,boki,0,9,0,0
crossriver,7030,2017,.7535155415534973,1272500,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,official,,,man,44,boki,0,4,0,0
crossriver,7031,2017,.560979962348938,942428.5625,wula1,6.388196,9.108216000000001,6.389924,9.1079588,2017,agriculture,,,,man,49,boki,0,11,0,0
crossriver,7032,2017,.6127178072929382,1200785.75,wula2,6.377176,9.113799999999999,6.376585,9.1135988,2017,agriculture,smallbusiness,,,man,35,boki,0,9,0,0
crossriver,7033,2017,.5846820473670959,1134214.25,wula2,6.377176,9.113799999999999,6.376585,9.1135988,2017,agriculture,smallbusiness,,,man,36,boki,0,6,0,0
crossriver,7034,2017,.6468559503555298,1938000,wula2,6.377176,9.113799999999999,6.376585,9.1135988,2017,agriculture,business,,,woman,49,boki,0,5,0,0
crossriver,7035,2017,.659414529800415,1741642.75,wula2,6.377176,9.113799999999999,6.376585,9.1135988,2017,agriculture,teacher,,,man,42,boki,0,6,0,0
crossriver,7036,2017,.6791368722915649,1330714.25,wula2,6.377176,9.113799999999999,6.376585,9.1135988,2017,agriculture,retirement,,,man,59,boki,0,8,1,0
crossriver,7037,2017,.5813213586807251,2168428.5,abomkpang,6.155614,9.053900000000001,6.1363902,9.011389700000001,1948,agriculture,livestock,teacher,,man,69,boki,0,15,1,0
crossriver,7038,2017,.5980366468429565,3549571.25,abomkpang,6.155614,9.053900000000001,6.1363902,9.011389700000001,1989,agriculture,motorcycletaxi,artisan,withoutactivity,man,28,boki,0,13,0,0
crossriver,7039,2017,.7636862397193909,3988714.25,abomkpang,6.155614,9.053900000000001,6.1363902,9.011389700000001,1983,agriculture,business,official,,man,67,boki,0,9,0,0
crossriver,7040,2017,.6559653878211975,4888214,abomkpang,6.155614,9.053900000000001,6.1363902,9.011389700000001,1984,agriculture,business,motorcycletaxi,,man,67,boki,0,9,0,0
crossriver,7041,2017,.6737419962882996,3451714.25,abomkpang,6.155614,9.053900000000001,6.1363902,9.011389700000001,1982,agriculture,,,,man,57,boki,0,15,0,0
crossriver,7042,2017,.4600690007209778,1524999.875,aboobisu,6.147758,9.046597999999999,6.1479654,9.046431500000001,1969,agriculture,,,,man,48,boki,0,11,1,0
crossriver,7043,2017,.6272221207618713,1485000,aboobisu,6.147758,9.046597999999999,6.1479654,9.046431500000001,1984,agriculture,,,,man,62,bette,0,11,1,0
crossriver,7044,2017,.6169629693031311,2461285.75,aboobisu,6.147758,9.046597999999999,6.1479654,9.046431500000001,1985,agriculture,,,,man,45,bette,0,9,0,0
crossriver,7045,2017,.8064915537834167,7006000,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1969,agriculture,smallbusiness,,,man,48,boki,0,10,0,0
crossriver,7046,2017,.4930574297904968,794285.6875,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1972,agriculture,smallbusiness,,,woman,45,boki,0,5,0,0
crossriver,7047,2017,.398337334394455,1024142.8125,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1975,agriculture,smallbusiness,,,woman,42,boki,0,7,0,0
crossriver,7048,2017,.5837092399597168,1618928.625,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1964,agriculture,,,,woman,53,boki,0,2,0,0
crossriver,7049,2017,.7678429484367371,3764571.25,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1950,agriculture,smallbusiness,,,man,67,boki,0,13,0,0
crossriver,7050,2017,.5860971212387085,1139214.25,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,2000,agriculture,teacher,,,woman,38,other,1,8,0,0
crossriver,7051,2017,.647475004196167,928285.6875,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1944,agriculture,,,,woman,73,boki,0,2,0,0
crossriver,7052,2017,.3469532430171967,23928.572265625,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1965,agriculture,,,,woman,52,boki,0,3,0,0
crossriver,7053,2017,.5350667834281921,284142.84375,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1980,agriculture,,,,man,37,boki,0,6,,0
crossriver,7054,2017,.4422923922538757,272857.15625,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1963,agriculture,,,,man,54,boki,0,9,0,0
crossriver,7055,2017,.662333071231842,982500,aboogbagante,6.155435,9.018807000000001,6.1571088,9.0214281,1959,agriculture,smallbusiness,,,woman,58,boki,0,7,,0
crossriver,7056,2017,.3761386871337891,819714.25,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1990,agriculture,,,,man,27,boki,0,6,0,0
crossriver,7057,2017,.5039356350898743,2174285.75,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1974,agriculture,,,,man,56,boki,0,10,0,0
crossriver,7058,2017,.6297869086265564,2051571.375,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1961,agriculture,artisan,,,man,56,boki,0,12,0,0
crossriver,7059,2017,.5676130056381226,1956142.75,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1987,agriculture,official,,,man,32,boki,0,7,0,0
crossriver,7060,2017,.6530467867851257,3200071.5,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1989,agriculture,official,,,man,62,boki,0,10,1,0
crossriver,7061,2017,.4912001490592957,748571.4375,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1985,agriculture,,smallbusiness,,man,32,boki,0,4,0,0
crossriver,7062,2017,.3481913805007935,147857.140625,aboobisu,6.147446,9.046862000000001,6.1479654,9.046431500000001,1991,agriculture,,,,man,26,boki,0,3,0,0
crossriver,7063,2017,.4736004173755646,100357.140625,wula1,6.3881,9.10853,6.389924,9.1079588,1988,agriculture,,,,man,37,boki,0,5,0,0
crossriver,7064,2017,.7369771003723145,2993428.5,wula1,6.3881,9.10853,6.389924,9.1079588,1977,agriculture,withoutactivity,,,woman,40,boki,0,6,0,0
crossriver,7065,2017,.8159547448158264,3762999.75,wula1,6.3881,9.10853,6.389924,9.1079588,1936,agriculture,,,,man,81,boki,0,9,0,0
crossriver,7066,2017,.8640665411949158,3512357,wula1,6.3881,9.10853,6.389924,9.1079588,1978,agriculture,smallbusiness,,,man,44,boki,0,11,0,0
crossriver,7067,2017,.6296983957290649,2122214.25,wula1,6.3881,9.10853,6.389924,9.1079588,1958,agriculture,,,,man,59,boki,0,8,0,0
crossriver,7068,2017,.4585655033588409,657714.25,wula1,6.3881,9.10853,6.389924,9.1079588,1978,agriculture,,,,man,39,boki,0,7,0,0
crossriver,7069,2017,.7100911140441895,1058071.375,wula1,6.389145,9.107713,6.389924,9.1079588,1976,agriculture,,,,man,41,boki,0,4,0,0
crossriver,7070,2017,.8571681976318359,5617642.5,wula1,6.389145,9.107713,6.389924,9.1079588,1975,agriculture,,,,man,42,boki,0,9,0,0
crossriver,7071,2017,.7421066761016846,1667785.625,wula1,6.389145,9.107713,6.389924,9.1079588,1985,agriculture,teacher,,,man,32,boki,0,4,0,0
crossriver,7072,2017,.7739453911781311,2570857,wula1,6.389145,9.107713,6.389924,9.1079588,1960,agriculture,smallbusiness,,,man,67,boki,0,7,0,0
crossriver,7073,2017,.7818165421485901,2466071.5,wula1,6.389145,9.107713,6.389924,9.1079588,1950,agriculture,smallbusiness,,,man,67,boki,0,13,0,0
crossriver,7074,2017,.5648713111877441,277428.5625,wula1,6.389145,9.107713,6.389924,9.1079588,1992,agriculture,,,,man,25,boki,0,4,0,0
crossriver,7075,2017,.4093924164772034,752500,aboobisu,6.146994,9.047439000000001,6.1479654,9.046431500000001,1985,agriculture,smallbusiness,,,man,34,bette,0,6,,0
crossriver,7076,2017,.7327319979667664,4190142.75,aboobisu,6.146994,9.047439000000001,6.1479654,9.046431500000001,1999,agriculture,teacher,,,man,57,boki,0,17,0,0
crossriver,7077,2017,.7722650170326233,1622785.625,wula1,6.389533,9.107672000000001,6.389924,9.1079588,1964,agriculture,teacher,,,man,53,boki,0,11,0,0
crossriver,7078,2017,.3453612923622131,340785.71875,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1985,agriculture,,,,man,32,boki,0,3,0,0
crossriver,7079,2017,.503404974937439,483642.84375,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1986,agriculture,business,,,man,31,boki,0,1,0,0
crossriver,7080,2017,.4412311315536499,1511499.875,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1983,agriculture,,,,man,34,boki,0,5,0,0
crossriver,7081,2017,.4593614935874939,291142.84375,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1987,agriculture,,,,man,30,boki,0,4,0,0
crossriver,7082,2017,.6258955001831055,1794285.625,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1980,agriculture,,,,man,37,boki,0,4,0,0
crossriver,7083,2017,.4735119938850403,734999.9375,wula2,6.389533,9.107672000000001,6.376585,9.1135988,1967,agriculture,,,,man,50,other,1,5,1,0
crossriver,7084,2017,.5352436900138855,1348000,wula2,6.376937,9.113825,6.376585,9.1135988,1986,agriculture,,,,man,31,boki,0,5,0,0
crossriver,7085,2017,.7445830106735229,8549928,wula2,6.376937,9.113825,6.376585,9.1135988,1957,agriculture,,,,man,60,boki,0,20,1,0
crossriver,7086,2017,.7228265404701233,1075428.5,wula2,6.376937,9.113825,6.376585,9.1135988,1965,agriculture,smallbusiness,,,man,52,boki,0,9,0,0
crossriver,7087,2017,.6854161024093628,841857.125,wula2,6.376937,9.113825,6.376585,9.1135988,2004,agriculture,sewing,,,man,31,boki,0,4,0,0
crossriver,7088,2017,.5049084424972534,1992857,wula2,6.376937,9.113825,6.376585,9.1135988,1974,agriculture,smallbusiness,,,man,37,boki,0,8,0,0
crossriver,7089,2017,.7160166501998901,2140428.5,wula2,6.376937,9.113825,6.376585,9.1135988,1953,agriculture,,,,man,69,boki,0,8,1,0
crossriver,7090,2017,.6889538168907166,1207928.5,wula2,6.376937,9.113825,6.376585,9.1135988,1996,agriculture,,,,man,37,boki,0,5,,0
crossriver,7091,2017,.6179357767105103,549357.125,wula2,6.376937,9.113825,6.376585,9.1135988,1989,agriculture,smallbusiness,,,man,28,boki,0,4,0,0
crossriver,7092,2017,.4595383405685425,400500,bokalum,6.34788,9.114487,6.3436055,9.1156883,1969,agriculture,,,,woman,48,boki,0,4,0,0
crossriver,7093,2017,.7543115019798279,2490000,bokalum,6.34788,9.114487,6.3436055,9.1156883,1960,agriculture,,,,woman,57,boki,0,8,0,0
crossriver,7094,2017,.5341823697090149,232500,bokalum,6.34788,9.114487,6.3436055,9.1156883,1981,agriculture,smallbusiness,,,man,39,boki,0,7,,0
crossriver,7095,2017,.7842045426368713,1852214.25,bokalum,6.34788,9.114487,6.3436055,9.1156883,1997,agriculture,smallbusiness,,,man,51,boki,0,7,,0
crossriver,7096,2017,.4246042370796204,110928.5703125,bokalum,6.34788,9.114487,6.3436055,9.1156883,1970,agriculture,,,,man,47,boki,0,6,0,0
crossriver,7097,2017,.6459715366363525,2540142.75,bokalum,6.34788,9.114487,6.3436055,9.1156883,1960,agriculture,,,,woman,57,boki,0,10,0,0
crossriver,7098,2017,.6290793418884277,1142857.125,bokalum,6.34788,9.114487,6.3436055,9.1156883,1975,agriculture,,,,man,45,boki,0,7,,0
crossriver,7099,2017,.4397276043891907,1332071.375,bokalum,6.34788,9.114487,6.3436055,9.1156883,1974,agriculture,,,,man,46,boki,0,9,0,0
crossriver,7100,2017,.6792252659797668,1602000,bokalum,6.34788,9.114487,6.3436055,9.1156883,2000,agriculture,,,,man,63,boki,0,8,,0
crossriver,7101,2017,.7807552814483643,2734785.75,bokalum,6.34788,9.114487,6.3436055,9.1156883,1980,agriculture,smallbusiness,,,man,41,boki,0,6,0,0
crossriver,7102,2017,.7697002291679382,1697357.125,bokalum,6.348941,9.116265,6.3436055,9.1156883,2011,agriculture,,,,man,43,boki,0,3,,0
crossriver,7103,2017,.7398956418037415,5590571.5,bamba,6.348941,9.116265,6.280725,9.1259546,1959,agriculture,,,,man,61,boki,0,7,0,0
crossriver,7104,2017,.5233041644096375,203785.71875,bokalum,6.348941,9.116265,6.3436055,9.1156883,1966,agriculture,church,,,man,57,boki,0,9,,0
crossriver,7105,2017,.617316722869873,1217142.875,bokalum,6.348941,9.116265,6.3436055,9.1156883,1977,agriculture,,,,man,51,boki,0,7,,0
crossriver,7106,2017,.5040240883827209,820214.25,bokalum,6.348941,9.116265,6.3436055,9.1156883,1960,agriculture,,,,man,67,boki,0,8,0,0
crossriver,7107,2017,.5542584657669067,573428.5625,bokalum,6.348941,9.116265,6.3436055,9.1156883,1967,agriculture,business,,,man,67,boki,0,10,0,0
crossriver,7108,2017,.7220306396484375,1280000,bokalum,6.348941,9.116265,6.3436055,9.1156883,1970,agriculture,,,,man,57,boki,0,7,0,0
crossriver,7109,2017,.7230919599533081,666785.6875,bokalum,6.348941,9.116265,6.3436055,9.1156883,1995,agriculture,,,,man,77,boki,0,7,1,0
crossriver,7110,2017,.8045458793640137,3228714,bamba,6.287549,9.122812,6.280725,9.1259546,1967,agriculture,teacher,,,man,62,boki,0,6,0,0
crossriver,7111,2017,.768196702003479,2907500,bamba,6.287549,9.122812,6.280725,9.1259546,1960,agriculture,retirement,,,man,57,boki,0,10,0,0
crossriver,7112,2017,.722561240196228,1322428.5,bamba,6.287549,9.122812,6.280725,9.1259546,1985,agriculture,teacher,smallbusiness,,man,44,boki,0,6,0,0
crossriver,7113,2017,.5044662952423096,89642.859375,bamba,6.287549,9.122812,6.280725,9.1259546,1982,agriculture,smallbusiness,,,man,35,boki,0,7,0,0
crossriver,7114,2017,.5822057127952576,1730357.125,bamba,6.287549,9.122812,6.280725,9.1259546,1979,agriculture,hairdressing,,,man,42,boki,0,7,0,0
crossriver,7115,2017,.6128947138786316,287857.15625,bamba,6.287549,9.122812,6.280725,9.1259546,1960,agriculture,smallbusiness,,,man,67,boki,0,8,0,0
crossriver,7116,2017,.7532501816749573,1261785.625,bamba,6.287549,9.122812,6.280725,9.1259546,1979,agriculture,,,,man,38,boki,0,5,0,0
crossriver,7117,2017,.6778102517127991,388571.40625,bamba,6.287549,9.122812,6.280725,9.1259546,1963,agriculture,smallbusiness,,,man,56,bette,0,6,0,0
crossriver,7118,2017,.5531086921691895,94357.140625,bamba,6.287549,9.122812,6.280725,9.1259546,1993,agriculture,,,,man,24,boki,0,3,0,0
crossriver,7119,2017,.6792252659797668,1720642.875,bamba,6.287549,9.122812,6.280725,9.1259546,1960,agriculture,,,,man,57,boki,0,7,0,0
crossriver,7120,2017,.647475004196167,1536785.75,bamba,6.287549,9.122812,6.280725,9.1259546,1999,agriculture,,,,man,42,ibibio,1,5,0,0
crossriver,7121,2017,.8607057929039001,1250857.125,bamba,6.287549,9.122812,6.280725,9.1259546,1976,agriculture,policeofficer,smallbusiness,,man,57,boki,0,7,,0
crossriver,7122,2017,.6466790437698364,942857.125,abomkpang,5.98711,8.735855000000001,6.1363902,9.011389700000001,1980,artisan,teacher,,,man,64,boki,0,12,,1
crossriver,7123,2017,.743610143661499,1436071.375,abomkpang,5.98711,8.735855000000001,6.1363902,9.011389700000001,2004,agriculture,,,,man,53,boki,0,9,1,1
crossriver,7124,2017,.672061562538147,1228928.5,abomkpang,5.98711,8.735855000000001,6.1363902,9.011389700000001,1978,agriculture,nurse,business,,man,45,boki,0,6,1,1
crossriver,7125,2017,.5500133037567139,611142.875,abomkpang,5.98711,8.735855000000001,6.1363902,9.011389700000001,1960,agriculture,,,,woman,47,boki,0,7,1,1
crossriver,7126,2017,.5719466209411621,409285.6875,abomkpang,5.98711,8.735855000000001,6.1363902,9.011389700000001,1964,agriculture,,,,woman,53,boki,0,6,1,0
crossriver,7127,2017,.5479791164398193,462142.84375,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1947,agriculture,,,,woman,70,boki,0,3,0,0
crossriver,7128,2017,.5491288900375366,1396714.25,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1964,agriculture,,,,man,53,boki,0,6,0,0
crossriver,7129,2017,.6166091561317444,1559571.375,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1970,agriculture,,,,man,47,boki,0,8,0,0
crossriver,7130,2017,.5218891501426697,686428.5625,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1968,agriculture,,,,man,67,boki,0,8,0,0
crossriver,7131,2017,.5227735042572021,103571.4296875,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1970,agriculture,,,,woman,47,boki,0,5,0,0
crossriver,7132,2017,.5023437142372131,497500,abomkpang,6.155229,9.053750000000001,6.1363902,9.011389700000001,1964,agriculture,business,,,man,53,boki,0,12,1,0
crossriver,7133,2017,.6277527213096619,419928.5625,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,2008,agriculture,teacher,,,man,54,boki,0,9,0,0
crossriver,7134,2017,.4420270621776581,1081071.375,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,2016,agriculture,,,,man,19,boki,0,7,0,0
crossriver,7135,2017,.680463433265686,2473928.5,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1987,agriculture,official,,,man,59,boki,0,8,0,0
crossriver,7136,2017,.5763686299324036,249000,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1978,agriculture,,,,man,39,boki,0,6,0,0
crossriver,7137,2017,.7398072481155396,1238928.5,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1960,agriculture,business,,,woman,57,boki,0,6,1,0
crossriver,7138,2017,.7066419124603271,1883285.75,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,2012,agriculture,business,,,man,47,boki,0,8,0,0
crossriver,7139,2017,.7769523859024048,1492214.25,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,2001,agriculture,business,,,man,37,boki,0,6,,0
crossriver,7140,2017,.6122756004333496,1659428.5,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1987,agriculture,business,,,man,41,boki,0,7,0,0
crossriver,7141,2017,.8477934002876282,847999.9375,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1958,agriculture,business,,,woman,59,boki,0,6,1,0
crossriver,7142,2017,.5802600383758545,226214.28125,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1964,agriculture,business,,,man,40,boki,0,8,0,0
crossriver,7143,2017,.712125301361084,1422571.375,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1999,agriculture,business,,,man,40,boki,0,7,,0
crossriver,7144,2017,.7330856919288635,4021285.5,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1979,agriculture,,,,man,57,boki,0,5,1,0
crossriver,7145,2017,.8147165775299072,1230571.375,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1980,agriculture,,,,woman,57,boki,0,8,0,0
crossriver,7146,2017,.7539576888084412,4978071,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1981,agriculture,business,,,man,67,boki,0,12,0,0
crossriver,7147,2017,.8442557454109192,3806499.75,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1978,agriculture,,,,man,57,boki,0,9,0,0
crossriver,7148,2017,.7215884327888489,2768714.25,aboogbagante,6.153001,9.055064,6.1571088,9.0214281,1960,agriculture,smallbusiness,,,man,60,boki,0,9,0,0
crossriver,7149,2017,.7286636829376221,1442357.125,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1975,agriculture,,,,man,42,boki,0,6,0,0
crossriver,7150,2017,.3036172389984131,73928.5703125,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1986,agriculture,,,,man,37,boki,0,5,0,0
crossriver,7151,2017,.5481560230255127,1392285.75,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1965,agriculture,business,,,man,59,boki,0,9,0,0
crossriver,7152,2017,.6263377070426941,1311714.25,aboobisu,6.153001,9.055064,6.1479654,9.046431500000001,1962,agriculture,mason,,,man,55,boki,0,10,0,0
crossriver,7153,2017,.8018926382064819,1339214.25,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1981,agriculture,,,,man,60,boki,0,9,0,0
crossriver,7154,2017,.6612717509269714,776785.6875,wula1,6.389445,9.107507999999999,6.389924,9.1079588,2008,agriculture,,,,man,39,boki,0,6,,0
crossriver,7155,2017,.8016273379325867,1551214.25,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1959,agriculture,,,,man,48,boki,0,11,1,0
crossriver,7156,2017,.8043689727783203,312928.5625,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1989,agriculture,business,,,man,28,boki,0,5,0,0
crossriver,7157,2017,.8159547448158264,1394000,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1988,agriculture,business,,,man,29,boki,0,2,0,0
crossriver,7158,2017,.843902051448822,904999.9375,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1979,agriculture,,,,man,38,boki,0,5,0,0
crossriver,7159,2017,.6665782332420349,1743785.75,aboobisu,6.389445,9.107507999999999,6.1479654,9.046431500000001,1950,agriculture,,,,man,67,boki,0,8,0,0
crossriver,7160,2017,.7886265516281128,2265214.25,aboobisu,6.389445,9.107507999999999,6.1479654,9.046431500000001,1972,teacher,agriculture,,,man,67,boki,0,8,0,0
crossriver,7161,2017,.4617493748664856,833214.25,aboobisu,6.389445,9.107507999999999,6.1479654,9.046431500000001,1973,agriculture,,,,man,44,boki,0,5,0,0
crossriver,7162,2017,.7761563658714294,1463214.25,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1960,agriculture,,,,man,67,boki,0,7,0,0
crossriver,7163,2017,.856549084186554,1629285.75,wula1,6.389445,9.107507999999999,6.389924,9.1079588,1965,teacher,agriculture,,,man,52,boki,0,12,0,0
crossriver,7164,2017,.5028743147850037,381857.125,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1984,agriculture,,,,man,33,boki,0,5,0,0
crossriver,7165,2017,.5356858968734741,2254285.5,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1994,agriculture,business,,,man,49,boki,0,13,0,0
crossriver,7166,2017,.6287255883216858,1834000,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1960,agriculture,,,,man,57,boki,0,5,0,0
crossriver,7167,2017,.5628372430801392,2568000,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1980,agriculture,teacher,,,man,37,boki,0,6,1,0
crossriver,7168,2017,.5010170936584473,973999.9375,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1968,agriculture,,,,man,49,boki,0,10,0,0
crossriver,7169,2017,.7400725483894348,2016428.5,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1960,agriculture,business,,,woman,57,boki,0,6,0,0
crossriver,7170,2017,.6185548901557922,758785.6875,wula2,6.389445,9.107507999999999,6.376585,9.1135988,1968,agriculture,,,,woman,49,boki,0,8,0,0
